ISBN,Book-Title,Book-Author,Avg Rating,Num Ratings
0684874350,ANGELA'S ASHES,Frank McCourt,8.435185185185185,108
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,8.430379746835444,79
0385510438,The Last Juror,John Grisham,8.425925925925926,54
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,8.425742574257425,101
0060175400,The Poisonwood Bible,Barbara Kingsolver,8.42,50
0451166892,The Pillars of the Earth,Ken Follett,8.409090909090908,66
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,8.407407407407407,81
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,8.403225806451612,124
0312924585,Silence of the Lambs,Thomas Harris,8.39795918367347,98
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,8.381818181818181,55
0142001805,The Eyre Affair: A Novel,Jasper Fforde,8.370967741935484,62
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,8.365079365079366,63
0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,8.35593220338983,59
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,8.352941176470589,51
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,8.351851851851851,54
0451526341,Animal Farm,George Orwell,8.342105263157896,76
0446532231,"Dude, Where's My Country?",Michael Moore,8.333333333333334,84
0553273914,The House of the Spirits,Isabel Allende,8.333333333333334,51
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,8.321428571428571,56
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,8.320754716981131,53
068484267X,Angela's Ashes: A Memoir,Frank McCourt,8.3,80
0441003257,Good Omens,Neil Gaiman,8.287878787878787,66
0060987561,I Know This Much Is True,Wally Lamb,8.28048780487805,82
0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,8.278350515463918,97
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,8.274074074074074,270
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,8.271186440677965,59
0452269571,Bastard Out of Carolina,Dorothy Allison,8.26923076923077,52
0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,8.268292682926829,164
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,8.264705882352942,68
0142001430,Year of Wonders,Geraldine Brooks,8.26388888888889,72
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,8.254237288135593,59
0316096199,Lucky : A Memoir,Alice Sebold,8.247863247863247,117
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,8.246376811594203,69
0380977788,Coraline,Neil Gaiman,8.245901639344263,61
0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,8.24074074074074,54
0671001795,Two for the Dough,Janet Evanovich,8.238095238095237,105
0786867647,Lucky Man: A Memoir,Michael J. Fox,8.236363636363636,55
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,8.232142857142858,56
0804106304,The Joy Luck Club,Amy Tan,8.226993865030675,163
0316666343,The Lovely Bones: A Novel,Alice Sebold,8.219315895372233,497
0451191145,Atlas Shrugged,Ayn Rand,8.2,50
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,8.19767441860465,86
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,8.197368421052632,76
0553582747,From the Corner of His Eye,Dean Koontz,8.193548387096774,62
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,8.192307692307692,52
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,8.191964285714286,224
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,8.188118811881187,101
0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,8.185185185185185,81
0060934417,Bel Canto: A Novel,Ann Patchett,8.181818181818182,121
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,8.166666666666666,60
0151008116,Life of Pi,Yann Martel,8.162162162162161,74
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,8.161764705882353,68
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,8.160714285714286,56
0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,8.154761904761905,84
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,8.154639175257731,97
0099771519,Memoirs of a Geisha Uk,Arthur Golden,8.151515151515152,66
0440211263,Circle of Friends,Maeve Binchy,8.147058823529411,68
0156027321,Life of Pi,Yann Martel,8.145945945945947,185
0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,8.142857142857142,63
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,8.138297872340425,94
0316777730,Naked,David Sedaris,8.137931034482758,58
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,8.134615384615385,52
0380018179,The Thorn Birds,Colleen McCullough,8.129032258064516,62
0671027360,Angels &amp; Demons,Dan Brown,8.110619469026549,226
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,8.107142857142858,56
080410526X,All I Really Need to Know,ROBERT FULGHUM,8.10126582278481,79
0871136791,Cold Mountain,Charles Frazier,8.09433962264151,53
0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,8.08955223880597,67
0446605484,Roses Are Red (Alex Cross Novels),James Patterson,8.085714285714285,70
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,8.084507042253522,71
0380789019,Neverwhere,Neil Gaiman,8.077669902912621,103
0449221482,J Is for Judgment,Sue Grafton,8.076923076923077,52
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,8.075757575757576,132
0345424719,A Widow for One Year,JOHN IRVING,8.06,50
0399501487,Lord of the Flies,William Gerald Golding,8.053191489361701,94
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,8.052631578947368,57
068484477X,STONES FROM THE RIVER,Ursula Hegi,8.052083333333334,96
0385479565,The Hot Zone,Richard Preston,8.048387096774194,62
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,8.047619047619047,105
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,8.03448275862069,87
0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,8.03448275862069,58
0553250531,The Valley of Horses,JEAN M. AUEL,8.031746031746032,63
0553268880,The Prince of Tides,Pat Conroy,8.031746031746032,63
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,8.027397260273972,146
0743418174,Good in Bed,Jennifer Weiner,8.026737967914439,187
080410753X,The Kitchen God's Wife,Amy Tan,8.024096385542169,83
0440206154,Red Dragon,Thomas Harris,8.015503875968992,129
0425147622,The Body Farm,Patricia Daniels Cornwell,8.01388888888889,72
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,8.01010101010101,99
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,8.00943396226415,106
0452282152,Girl with a Pearl Earring,Tracy Chevalier,8.004761904761905,210
0385486804,Into the Wild,Jon Krakauer,8.0,90
0804114986,The Bonesetter's Daughter,Amy Tan,8.0,82
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,8.0,75
0451172817,Needful Things,Stephen King,8.0,66
014029628X,Girl in Hyacinth Blue,Susan Vreeland,7.9855072463768115,69
0440236703,Tell No One,Harlan Coben,7.984375,64
0380710218,Postmortem,Patricia Daniels Cornwell,7.980769230769231,52
0679731148,A Year in Provence,Peter Mayle,7.98,50
0316776963,Me Talk Pretty One Day,David Sedaris,7.976190476190476,126
0140067477,The Tao of Pooh,Benjamin Hoff,7.9625,80
0446604666,Sick Puppy,Carl Hiaasen,7.962264150943396,53
0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,7.954545454545454,88
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,7.946902654867257,113
0345413903,The Murder Book,Jonathan Kellerman,7.944444444444445,54
0446601241,Kiss the Girls,James Patterson,7.942857142857143,70
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,7.939024390243903,82
0060921145,Animal Dreams,Barbara Kingsolver,7.934426229508197,61
0440211727,A Time to Kill,JOHN GRISHAM,7.906432748538012,171
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,7.9,50
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,7.898550724637682,69
0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,7.896551724137931,58
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,7.890909090909091,55
0786868716,The Five People You Meet in Heaven,Mitch Albom,7.890625,192
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,7.890410958904109,73
067102423X,Bag of Bones,Stephen King,7.888888888888889,72
0380789035,American Gods,Neil Gaiman,7.887931034482759,116
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,7.887096774193548,62
0446611085,Suzanne's Diary for Nicholas,James Patterson,7.872727272727273,55
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,7.872509960159363,251
0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,7.87037037037037,54
080411109X,The Hundred Secret Senses,Amy Tan,7.863636363636363,66
0345370775,Jurassic Park,Michael Crichton,7.861271676300578,173
0345369947,The Mummy or Ramses the Damned,Anne Rice,7.86,50
0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,7.858267716535433,127
0345417623,Timeline,MICHAEL CRICHTON,7.857142857142857,147
0671004107,Contact,Carl Sagan,7.857142857142857,56
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,7.8493150684931505,73
0452264464,Beloved (Plume Contemporary Fiction),Toni Morrison,7.840579710144928,69
0316693200,2nd Chance,James Patterson,7.84,50
0440213525,The Client,John Grisham,7.8359375,128
0515135062,Three Fates,Nora Roberts,7.826923076923077,52
0425163407,Unnatural Exposure,Patricia Daniels Cornwell,7.82089552238806,67
0425143325,Without Remorse,Tom Clancy,7.82,50
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,7.816793893129771,131
044021145X,The Firm,John Grisham,7.816091954022989,174
0446531332,Nights in Rodanthe,Nicholas Sparks,7.811320754716981,53
0553579754,Fear Nothing,DEAN KOONTZ,7.811320754716981,53
0440221471,The Runaway Jury,JOHN GRISHAM,7.808,125
0060929871,Brave New World,Aldous Huxley,7.8,60
0425154092,From Potter's Field,Patricia Daniels Cornwell,7.7976190476190474,84
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,7.7936507936507935,126
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,7.788888888888889,90
0515128554,Heart of the Sea (Irish Trilogy),Nora Roberts,7.786885245901639,61
0446611212,Violets Are Blue,James Patterson,7.776315789473684,76
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,7.775862068965517,58
0451177096,Dolores Claiborne,Stephen King,7.773584905660377,53
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,7.773584905660377,53
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,7.772058823529412,136
0446608955,A Walk to Remember,Nicholas Sparks,7.77,100
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,7.768115942028985,69
0446610038,1st to Die: A Novel,James Patterson,7.7593984962406015,133
0425158616,Cause of Death,Patricia Daniels Cornwell,7.754716981132075,53
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,7.75,124
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,7.75,60
067976402X,Snow Falling on Cedars,David Guterson,7.746113989637306,193
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,7.745762711864407,59
0425162443,The Rapture of Canaan,Sheri Reynolds,7.745454545454545,55
0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,7.745098039215686,51
0446612545,The Beach House,James Patterson,7.743589743589744,78
0553572997,The Alienist,Caleb Carr,7.74,100
0375726403,Empire Falls,Richard Russo,7.738738738738738,111
0743418204,In Her Shoes : A Novel,Jennifer Weiner,7.735849056603773,53
0066214122,Prey: A Novel,Michael Crichton,7.733333333333333,75
0446612790,2nd Chance,James Patterson,7.729411764705882,85
038550120X,A Painted House,JOHN GRISHAM,7.7272727272727275,66
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,7.7164179104477615,134
0425175405,Black Notice,Patricia Daniels Cornwell,7.716216216216216,74
0446670251,The Virgin Suicides,Jeffrey Eugenides,7.714285714285714,70
0553582755,One Door Away from Heaven,Dean R. Koontz,7.7105263157894735,76
0380731851,Mystic River,Dennis Lehane,7.707865168539326,89
0375706771,Midwives: A Novel,Chris Bohjalian,7.701612903225806,124
0312995423,Digital Fortress : A Thriller,Dan Brown,7.698630136986301,73
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,7.695906432748538,171
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,7.694915254237288,59
0345337662,Interview with the Vampire,Anne Rice,7.694581280788177,203
0451184963,Insomnia,Stephen King,7.694444444444445,72
014028009X,Bridget Jones's Diary,Helen Fielding,7.692982456140351,114
0553580221,False Memory,Dean R. Koontz,7.6909090909090905,55
0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,7.688524590163935,61
0446679593,Suzanne's Diary for Nicholas,James Patterson,7.686274509803922,51
0449221512,I Is for Innocent,Sue Grafton,7.686274509803922,51
0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,7.684210526315789,57
0425169863,Point of Origin,Patricia Daniels Cornwell,7.683333333333334,60
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,7.68,100
0385472951,The Partner,John Grisham,7.68,50
0060958022,Five Quarters of the Orange,Joanne Harris,7.679245283018868,53
0671510053,SHIPPING NEWS,Annie Proulx,7.672566371681416,113
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,7.671052631578948,76
0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,7.670886075949367,79
0060977493,The God of Small Things,Arundhati Roy,7.658227848101266,79
0440234743,The Testament,John Grisham,7.6573426573426575,143
0671004530,On the Street Where You Live,Mary Higgins Clark,7.65625,64
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,7.65,100
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,7.644736842105263,76
0385498802,Bee Season: A Novel,Myla Goldberg,7.6440677966101696,59
0440224764,The Partner,John Grisham,7.641666666666667,120
0316769487,The Catcher in the Rye,J.D. Salinger,7.638418079096045,177
0061015725,Prey,Michael Crichton,7.633333333333334,60
0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,7.628930817610063,159
0446605239,The Notebook,Nicholas Sparks,7.625806451612903,155
0451167317,The Dark Half,Stephen King,7.615384615384615,65
0451203771,Scarlet Feather,Maeve Binchy,7.615384615384615,52
0345378482,The Andromeda Strain,MICHAEL CRICHTON,7.603448275862069,58
0684801523,The Great Gatsby,F. Scott Fitzgerald,7.6,85
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,7.598765432098766,162
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,7.5978260869565215,92
0440214041,The Pelican Brief,John Grisham,7.594405594405594,143
031242227X,Running with Scissors: A Memoir,Augusten Burroughs,7.587301587301587,63
0553260111,The Bourne Identity,Robert Ludlum,7.587301587301587,63
0345387651,The Cider House Rules,John Irving,7.583333333333333,72
0316969443,Suzanne's Diary for Nicholas,James Patterson,7.581818181818182,55
0671038184,Jewel,Bret Lott,7.580645161290323,62
0316666009,1st to Die: A Novel,James Patterson,7.58,50
038572179X,Atonement : A Novel,IAN MCEWAN,7.578947368421052,57
0440226430,Summer Sisters,Judy Blume,7.573248407643312,157
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,7.571428571428571,77
0671027387,Deception Point,Dan Brown,7.569620253164557,79
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,7.566666666666666,90
0440225701,The Street Lawyer,JOHN GRISHAM,7.565656565656566,99
0312305060,The Hours: A Novel,Michael Cunningham,7.56,100
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,7.558441558441558,77
0440241537,The King of Torts,JOHN GRISHAM,7.556962025316456,79
0446611867,A Bend in the Road,Nicholas Sparks,7.556962025316456,79
0440235596,Tara Road,Maeve Binchy,7.555555555555555,72
0671024248,Hearts In Atlantis,Stephen King,7.551724137931035,58
0345402871,Airframe,Michael Crichton,7.546875,64
0385508042,The King of Torts,John Grisham,7.546875,64
0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,7.545454545454546,66
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,7.5426829268292686,164
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,7.540229885057471,87
0375703861,White Teeth: A Novel,Zadie Smith,7.537037037037037,54
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,7.5256410256410255,78
0440236673,The Brethren,John Grisham,7.525,120
0141000198,Bridget Jones's Diary,Helen Fielding,7.524590163934426,61
0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,7.523809523809524,84
0440226104,Black and Blue,ANNA QUINDLEN,7.52054794520548,73
0446609404,Cradle and All,James Patterson,7.518518518518518,54
0446607657,When the Wind Blows,James Patterson,7.517647058823529,85
0440222656,The Horse Whisperer,Nicholas Evans,7.513513513513513,111
0316601950,The Pilot's Wife : A Novel,Anita Shreve,7.512315270935961,203
0061097101,The Saving Graces: A Novel,Patricia Gaffney,7.507936507936508,63
0316569321,White Oleander : A Novel,Janet Fitch,7.5,94
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,7.5,76
0679745203,The English Patient,Michael Ondaatje,7.5,74
0743225406,The Shipping News : A Novel,Annie Proulx,7.5,54
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,7.490566037735849,53
0385505833,Skipping Christmas,JOHN GRISHAM,7.489130434782608,92
0345353145,Sphere,MICHAEL CRICHTON,7.483050847457627,118
0375703055,Ellen Foster,Kaye Gibbons,7.482758620689655,58
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,7.475,80
0679751521,Midnight in the Garden of Good and Evil,John Berendt,7.462962962962963,54
0804111359,Secret History,DONNA TARTT,7.4576271186440675,59
0330332775,Bridget Jones's Diary,Helen Fielding,7.448275862068965,58
0375727345,House of Sand and Fog,Andre Dubus III,7.43859649122807,171
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,7.438202247191011,89
0385503822,The Summons,John Grisham,7.434210526315789,76
044022165X,The Rainmaker,JOHN GRISHAM,7.4298245614035086,114
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,7.419354838709677,93
044023722X,A Painted House,John Grisham,7.417085427135678,199
0440220602,The Chamber,John Grisham,7.416666666666667,120
0451176464,Gerald's Game,Stephen King,7.416666666666667,60
0743436210,Hearts in Atlantis,Stephen King,7.416666666666667,60
0446608815,Pop Goes the Weasel,James Patterson,7.40625,64
0446610399,The Rescue,Nicholas Sparks,7.402777777777778,72
0142000205,Icy Sparks,Gwyn Hyman Rubio,7.393939393939394,99
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,7.391752577319588,97
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,7.382978723404255,94
0316969680,The Beach House,James Patterson,7.379310344827586,58
0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,7.372881355932203,59
044651652X,The Bridges of Madison County,Robert James Waller,7.370967741935484,124
0345391055,Disclosure,Michael Crichton,7.3538461538461535,65
014023313X,The Stone Diaries,Carol Shields,7.352941176470588,51
0452283205,Falling Angels,Tracy Chevalier,7.352941176470588,51
0375707972,The Reader,Bernhard Schlink,7.350877192982456,114
0440241073,The Summons,John Grisham,7.333333333333333,141
0425180638,The Last Precinct,Patricia Cornwell,7.333333333333333,66
0684848783,Tis : A Memoir,Frank McCourt,7.333333333333333,63
0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,7.32,50
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,7.313725490196078,102
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,7.313725490196078,51
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,7.3125,64
0515130389,Carolina Moon,Nora Roberts,7.3076923076923075,52
0449003795,P Is for Peril,Sue Grafton,7.303030303030303,66
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,7.292035398230088,113
0345380371,Rising Sun,MICHAEL CRICHTON,7.280487804878049,82
0385490992,The Street Lawyer,John Grisham,7.2745098039215685,51
0446606812,Message in a Bottle,Nicholas Sparks,7.273684210526316,95
074343627X,Dreamcatcher,Stephen King,7.253521126760563,71
0345378490,Congo,Michael Crichton,7.238095238095238,84
0312243022,The Hours : A Novel,Michael Cunningham,7.235294117647059,51
0312291639,The Nanny Diaries: A Novel,Emma McLaughlin,7.220588235294118,136
0767900383,Under the Tuscan Sun,Frances Mayes,7.2063492063492065,63
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,7.2,85
0385497466,The Brethren,JOHN GRISHAM,7.2,55
0671042858,The Girl Who Loved Tom Gordon,Stephen King,7.194444444444445,72
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,7.180555555555555,72
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,7.178571428571429,56
034540288X,The Lost World,Michael Crichton,7.168674698795181,83
0786885688,Shopgirl,Steve Martin,7.157894736842105,57
0451156609,The Tommyknockers,Stephen King,7.153846153846154,65
0425167313,Here on Earth,Alice Hoffman,7.12280701754386,57
0312421273,The Corrections: A Novel,Jonathan Franzen,7.117647058823529,51
0345443284,While I Was Gone,Sue Miller,7.096774193548387,93
0440224675,Hannibal,Thomas Harris,7.058139534883721,86
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,7.0576923076923075,52
0452282829,We Were the Mulvaneys,Joyce Carol Oates,7.055555555555555,108
0802130208,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,7.018518518518518,54
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,6.9772727272727275,88
0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,6.9423076923076925,52
0385720106,A Map of the World,Jane Hamilton,6.939024390243903,82
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,6.882352941176471,51
